billing_code,place,tariff_value,extra_unit_value,unit_require,description,source_file,top_level,level1_group,level2_group,leaf,indicators,anchor_id
2228,all,486.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2229,all,65.2,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2283,all,1096.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2284,all,863.35,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2293,all,1280.7,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2340,all,456.45,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2341,all,539.05,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2399,all,346.5,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2362,cabinet,626.1,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2362,établissement,158.95,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2369,all,470.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2532,all,1096.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2856,all,156.55,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2686,all,314.2,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
9555,all,130.5,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2860,all,162.85,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2066,all,250.65,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2114,all,435.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2116,all,379.4,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2167,all,392.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2168,all,929.7,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2533,all,73.6,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2535,all,215.85,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2540,all,431,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2503,all,910.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2504,all,191.2,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2215,all,1138.3,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
9560,all,2436.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2935,all,549,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2062,all,271,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2029,all,392.55,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2130,all,424.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2131,all,549,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2132,all,470.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2137,all,681.85,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2519,all,295.5,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2528,all,156.55,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2581,all,260.2,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2584,all,692.95,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2580,all,1494.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2579,all,128.1,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2583,all,549,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2771,all,1255.8,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2772,all,1246,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2773,all,1087.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2707,all,1705.55,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2774,all,387.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2775,all,314.2,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2776,all,236,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2777,all,243.05,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2676,all,66.1,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2567,all,148.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2572,all,754.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2000,all,754.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2001,all,879.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2002,cabinet,1195.35,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2002,établissement,2.01,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2281,all,653.8,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2282,all,910.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2925,all,754.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2965,all,647.45,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2973,all,680.35,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2370,all,680.35,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2407,all,1049.95,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2034,all,222.9,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2035,all,294.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2037,all,340.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2084,all,23.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2085,all,236,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2833,all,141.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2120,all,360.85,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2115,all,274.6,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2220,all,353.85,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2778,all,327.3,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2779,all,470.75,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2780,all,489.8,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2781,all,474.3,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
2974,all,141.15,,FALSE,Préambule particulier,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,G - APPAREIL MUSCULO-SQUELETTIQUE,,,Préambule particulier,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*A; Ps*.?s*Cs*.?s*13,100987
